ID	DEFA4	CD163	PER1	RGS1	HIF1A	SEPP1	C11orf74	CIT	CFD	DDIT4	IFI27	IL1R2	IL8	MAFF	OCLN	B4GALT4	BPI	CD24	CEP55	CTSG	G0S2	MPO	MT1G	NDUFV2	PAM	PSMA6	TRIB1	CKS2	MKI67	POLD3	PLK1Ê	LY86	TST	OR52R1	KCNJ2	AIM2	APH1A	CCR2	EIF5A	GSTM1	HIST1H3H	NT5E	RAB40B	VNN3	ABCB4	CTSS	IKZF2	TGFBI	CST3	CBFA2T3	RCBTB2	CX3CR1	CD5	MTMR11	CLEC10A	EMR3	DHRS7B	CEACAM8
6235821080_A	8.021219051	10.0163036	5.123696904	4.426118788	7.518810269	none	3.487660579	none	13.24974995	9.540948335	4.008184696	6.993145013	5.735416482	5.893797334	none	9.064223247	7.548014419	8.913489409	3.068817218	7.303242931	5.29147722	7.260163927	4.40666103	9.765966937	9.548725565	11.31604142	10.64758405	6.597968969	none	6.915367335	none	7.994339005	10.04904617	none	11.46384277	11.23242747	9.737490965	8.11527232	8.150590062	3.928733048	4.253445192	none	4.827020035	4.533975232	4.287342163	9.680852401	5.95297494	9.245222443	12.18702016	6.838122214	10.36078781	8.988426237	2.650353062	5.220806653	4.810447647	9.868362267	7.087654805	6.245864427
6235821080_C	8.88957309	11.7317782	3.440688139	3.83074877	6.137091075	none	5.552880227	none	10.3075894	8.93119632	3.059700648	8.777022569	6.54602078	5.45126078	none	8.430355746	10.56883372	10.57950731	5.94670444	6.430051941	5.661459512	7.488096161	4.539249532	10.11962346	10.47290461	11.86430884	10.75528945	6.79112393	none	6.752455769	none	8.718905227	9.578064604	none	10.23141519	11.06459906	10.08834192	9.692181809	8.405850911	4.98310368	9.705165742	none	4.222073794	4.833129658	3.797190032	9.654640523	5.447645652	9.505703358	12.19298332	5.006291767	9.759129796	10.85317268	2.884776463	5.411068674	5.219867365	7.817223089	7.365344425	7.578287324
6235821080_D	10.18354895	9.88969121	2.875356424	7.006841168	5.651875836	none	2.736390553	none	9.069557792	10.07975399	8.990147823	6.811695377	8.583270167	5.819602929	none	7.758938172	8.187443206	10.75378943	7.02366845	8.079691383	6.462766628	7.748791248	5.011869163	9.545797212	9.722120488	11.0777751	11.55515127	8.169270266	none	6.438155136	none	7.845300412	8.866671156	none	10.93376016	10.41233325	9.418982275	9.131573756	8.404367275	4.976157522	5.301240733	none	5.580493699	5.197280964	3.198321418	8.949854154	6.281415714	8.51530152	11.78781883	5.808451313	7.767004985	9.203385541	6.807826874	5.244805027	4.638347567	7.841484315	7.150233463	9.650385265
6235821080_E	13.59186305	9.9854786	3.286151417	3.868432202	6.681332983	none	6.580417825	none	9.466556546	9.349131737	5.976824365	8.050771414	6.844415227	5.867071476	none	9.245225709	12.0072397	13.47315657	7.335325431	12.17019566	5.740181021	11.49791797	4.240887669	10.05958738	10.56017151	11.47571802	11.58505221	8.763347617	none	6.514607435	none	8.325783115	10.76011932	none	10.08866399	10.10398657	9.23035665	9.088849502	8.846987992	7.007025211	7.952515836	none	5.330228337	6.11290726	2.892228337	9.927505048	5.638001754	8.906774975	12.08484772	4.03202164	8.471626189	7.388571384	3.735580075	5.079998463	4.812499835	8.785003838	7.81221676	12.59603946
6235821080_H	12.44006718	9.21337213	2.649083332	4.20982211	6.921968778	none	5.427799608	none	13.43662416	8.523958702	8.879085975	7.513700201	7.8189945	6.621894058	none	8.454861245	10.58196152	11.71690458	4.263654527	10.69266741	7.335715122	9.899837665	5.058673205	9.825621607	8.746135917	11.61154754	10.87639938	7.107460338	none	6.577028141	none	7.907412198	9.913010314	none	11.22669602	11.53918635	9.626250171	9.431320736	8.251021887	4.485178884	10.00487229	none	5.955507175	4.657510263	3.583708844	9.653711627	6.317214238	8.859725397	12.430937	5.013988914	9.495475034	7.506798278	2.855128311	5.29201751	4.186524039	6.473779844	7.525131227	10.77806649
6235821080_I	12.15436845	12.1483889	2.463837912	3.416983379	6.079801891	none	5.897545027	none	9.873143318	7.852929322	6.465692915	8.266876051	7.688104519	5.629734656	none	8.783219318	10.49624136	11.67009777	8.803328934	9.90011957	7.06263366	10.00446152	4.849023035	10.05647025	10.9805087	11.89513646	10.67260732	9.091995251	none	7.23389322	none	6.689765757	9.831367496	none	10.65648875	10.50255267	9.562080329	6.730805503	8.28692672	5.202326848	8.134478048	none	5.256947573	5.130372992	4.369065534	9.455238327	6.24552148	6.893128353	10.79557357	3.595707569	9.677869381	9.095034514	2.73702542	5.370630904	5.589905749	6.925587521	7.682073469	9.586587251
6235821080_J	11.88370739	12.5648546	3.54583358	5.842021408	5.078922784	none	6.929893677	none	13.05969203	9.564804799	9.809448216	8.783156922	8.556248995	6.195066253	none	8.10463458	10.65782097	11.56146079	3.854397835	9.904299374	4.955779184	9.616060007	6.036497874	9.695244922	10.60960335	11.04815634	10.8810822	7.329382004	none	6.212899304	none	6.433653596	8.96684146	none	10.52633419	6.272020644	8.652806209	9.900905796	8.339667418	4.824662264	8.135705727	none	6.036497874	6.631552367	3.854397835	9.494880543	6.223500213	11.109112	13.01865401	4.518851592	8.926264193	6.973183043	2.575555769	5.859917518	5.681247966	2.817121661	7.140346175	10.58178878
6235821080_K	10.62271448	8.99999098	2.524521553	3.508995981	6.931166762	none	4.882595229	none	12.90723045	7.847993646	2.93299973	7.432721678	5.573922639	4.936297577	none	8.196646371	9.258408948	10.54351661	3.272204134	9.382285131	5.31482498	9.652577171	4.501670956	9.593638405	10.35244158	11.14875733	10.36883463	6.604706491	none	7.204018474	none	7.631440744	9.841520826	none	11.17577428	10.91899528	9.724518787	8.072873877	8.417594081	4.751754892	7.143009476	none	3.915315653	5.440331171	2.867533488	9.972847827	6.120301757	9.909227071	11.81380212	5.610791387	10.35341105	10.70261715	2.90372546	5.440331171	4.833677046	9.506569001	7.478235395	8.989641322
6235821083_B	9.458381365	10.1331922	3.073867632	5.534125634	6.762930677	none	4.173801307	none	12.93110262	8.975389299	14.44179567	8.566035457	10.25287803	4.654391044	none	8.50075954	8.237396356	9.980815867	3.798772809	8.312289643	5.563331035	7.122097852	7.127312985	9.427819265	7.658340473	11.01995452	11.4819674	7.349105527	none	5.846243519	none	7.240802568	10.88004309	none	10.87692481	10.58498572	9.395870385	7.488383332	8.433104512	6.588678111	10.90462201	none	5.390737926	7.487027263	4.461393178	10.26823058	5.548792111	7.783086057	12.77171366	6.058356937	9.527604466	9.969395118	5.120092944	5.144756792	4.631044145	9.76421337	7.092190073	8.828813298
6235821083_C	11.28541889	11.6730242	2.541070188	4.547852979	6.859141938	none	3.807589557	none	9.560616584	8.805540265	10.59730595	7.879695137	6.211335906	5.537973728	none	9.251823751	10.21238413	10.97246803	7.171352923	8.048909902	6.085348133	9.171477457	6.289916686	9.62349312	9.833988996	11.85064956	11.1273828	7.776615412	none	6.657129989	none	7.649402944	9.357356083	none	10.73047633	11.93866879	9.646143412	7.787556303	8.352405444	4.04567285	8.444690159	none	4.444358824	4.640473454	4.555097258	8.890317727	5.122285206	6.946265923	11.34540263	4.789558616	9.519918288	8.68594171	3.712638554	5.376551747	4.71621239	8.133295256	7.393958396	9.119928009
6235821083_D	12.55658701	11.2889131	3.193322403	5.817008203	5.652621467	none	7.050911359	none	11.5125571	10.5578375	5.698874899	7.621369197	5.946649944	4.729628417	none	8.475164254	9.867979626	11.676922	5.511922451	11.36624792	4.636375577	10.40481866	5.059125786	10.00144638	9.151602012	11.59687636	9.672322324	8.104290992	none	6.126253981	none	9.998075597	10.39308352	none	10.66588213	9.044019197	9.279242885	10.7465358	9.515504492	6.780079351	6.728476009	none	5.009168323	4.221534355	4.800680219	10.46920429	5.038465405	10.88703504	13.22433652	4.846809501	8.942507628	9.248116884	6.706433541	4.80998471	5.091728883	8.442658112	7.101615031	11.13926547
6235821083_E	12.17954765	8.56669963	2.286650174	5.411993492	6.521321451	none	5.641094078	none	13.42628564	7.984402283	3.857945732	7.862302433	9.718589258	4.40707691	none	7.421207235	10.3451912	11.16759409	5.18735211	9.700721406	7.407247179	9.188086357	5.102426061	9.830179164	8.926000348	11.28170647	11.57289757	8.378930627	none	6.123746941	none	8.539640204	11.10746209	none	10.83909412	10.46859625	9.12268994	9.910728871	9.556909945	6.081633319	8.332713653	none	5.291733523	6.455974597	3.732742126	10.3605996	5.024198553	9.828644276	12.39946195	4.6899072	10.1200719	10.27511103	5.355120571	4.420896276	4.287123967	10.54189203	7.874222399	10.79878125
6235821083_F	8.023710167	10.6680536	2.168998293	4.521446962	6.365907729	none	5.352842386	none	8.731295064	8.679060005	6.310610096	8.249161803	6.662589925	5.055401329	none	9.175397731	11.67386618	11.04558898	7.737913051	6.37024553	7.009043292	8.86580966	6.212926914	10.28339609	10.5682047	12.04769658	11.78055996	7.227440399	none	7.054853362	none	7.541133686	9.553395298	none	10.75094152	11.58819224	10.16189363	8.47591468	8.437338985	4.575933061	8.144379535	none	4.710061695	5.273318637	4.318810478	9.435231654	5.882068189	7.367526335	11.03540286	4.941455642	9.896229265	8.373063582	3.669559819	5.463805088	5.607196734	6.024053212	7.512431803	7.435469556
6235821083_G	9.090377466	9.73354974	3.401991601	5.856163484	7.305035506	none	5.023746863	none	12.84418664	10.66157557	3.026264823	8.959679022	11.43717282	5.292197349	none	7.537769029	9.463296267	10.63911385	3.818475751	7.149009557	8.255125996	6.873751266	5.590512667	10.5345772	9.188228331	11.49262872	12.4848794	6.416207057	none	6.686672797	none	8.725897614	10.80465394	none	10.1548915	9.243715645	9.814879959	9.933130013	8.933084496	5.594255164	8.52589255	none	5.374952706	5.887650842	4.27224499	10.16299638	5.601714886	10.55922451	12.9275348	5.353550083	10.35578787	10.35534584	5.099506397	5.158017409	5.336237485	9.443474592	7.565427109	7.823248248
6235821083_H	11.08532556	12.1256929	4.35764546	3.927039538	6.022570684	none	5.423275483	none	12.74220399	10.08980541	7.015299328	8.629134824	6.383264129	5.09864476	none	8.366684293	8.934752656	11.2086901	4.156843012	8.961232259	4.873034443	8.701578225	4.147467779	9.554489956	11.20656196	10.93841423	11.24408515	6.861060867	none	6.480263295	none	8.968279225	10.2006554	none	11.64990764	10.12041886	9.135022843	9.763447708	8.790007993	3.7004768	8.116318635	none	4.620553582	5.96947159	4.88744688	10.07635073	6.041104722	10.62258115	12.46491971	4.851229687	9.411087693	8.427070938	2.687024188	5.794190876	5.124303177	9.849419197	7.510807635	10.32670344
6235821083_K	9.181854343	11.8971421	2.51759761	4.698197488	7.821356861	none	5.179039182	none	12.39889795	7.502160616	10.83116977	9.004191977	7.820477533	5.957943806	none	9.282288005	9.769993436	10.89760147	5.907870592	5.951771203	6.976881412	7.800996346	5.169206038	10.22333772	9.978076939	12.73517828	12.64020564	6.493674472	none	6.964287661	none	6.690640565	8.60627603	none	11.14840411	11.988376	10.28761474	8.173221787	8.896637188	5.378468292	9.156925459	none	5.025862339	5.283848592	4.304009356	9.566762512	6.003478687	6.129839032	10.95609753	5.119245846	9.370475792	5.615600479	2.216712535	5.360834092	5.154357839	3.345621401	7.144125211	8.127686681
6235821084_A	10.33986237	9.5984478	3.5166322	5.155928886	7.23666281	none	6.196907919	none	12.56533226	9.732524971	11.90251993	7.521835212	9.488102776	5.55704518	none	7.42054077	7.525667576	9.453410971	4.696439822	9.069675705	6.333620329	7.801961009	4.554606087	9.916413781	9.451641657	11.24268634	10.50047151	7.558777416	none	6.243096246	none	9.606421759	10.75249528	none	10.25804023	10.35671147	9.542549401	10.66093288	8.55502788	5.836918968	8.681529837	none	4.798839299	7.651183297	4.001759816	10.37122789	4.965971794	10.79329402	13.173855	5.009288146	9.867196373	10.98246707	6.182775151	4.577844505	4.777664106	8.804195778	6.764808634	8.666799335
6235821084_B	10.54957398	10.2875218	3.618011962	4.62243645	6.796918943	none	6.006610621	none	11.64301525	9.205725795	3.133553388	5.37046971	5.530622303	4.816497111	none	8.921126499	11.53151029	11.8824963	7.931182939	8.287211324	4.748702414	8.644703081	4.612043975	10.29783075	10.63204627	11.72232248	11.7782503	9.33819283	none	5.225391637	none	8.825384096	10.23926219	none	9.797105697	10.97572761	9.268639553	11.05247135	8.398058455	5.050811159	6.204012939	none	5.819212897	4.985953477	3.815115294	10.28558067	5.267519948	9.141948974	12.15876245	4.478498943	9.443596245	9.059868392	5.613095139	4.198002967	4.003311944	8.638232947	7.481055062	10.84491829
6235821084_D	10.22258073	7.52200828	3.211944629	5.727464625	8.369176117	none	6.491354666	none	12.69438128	7.680163561	8.239902958	3.960968535	6.759284646	5.404006104	none	7.937514718	8.829561647	11.18493538	6.37267581	8.564828648	5.483192481	6.231838021	6.31881185	10.15071538	10.34823799	12.55457583	11.0282166	8.030332082	none	4.504288729	none	9.623539736	10.27603503	none	12.59421615	12.38325824	4.876529494	9.338623769	4.766479423	4.296321758	3.705237565	none	5.710689646	4.596810704	4.48539679	11.00965384	5.991441433	7.913738224	9.015080855	6.180176021	10.51902153	10.22085837	3.254216017	4.680231701	4.871158702	8.878420753	7.287430493	10.93664362
6235821084_E	5.179718061	9.92490494	2.639652182	4.640788243	6.1971306	none	6.521139871	none	11.39595749	8.204959119	7.161915375	7.481484523	7.611676109	6.012616952	none	7.442705597	5.857469146	8.215859258	2.775667868	4.501890763	4.020334068	6.065955936	4.232215079	9.655474923	9.574292777	11.11100102	9.981582384	5.722135329	none	6.100522783	none	9.852199095	10.51375042	none	10.49482321	8.445690342	9.592993651	10.44653447	9.36589057	6.429869357	8.08377704	none	5.689221438	5.50573027	4.089464543	10.78873255	5.472386048	11.65790728	13.22296738	5.906607495	10.03380581	11.36356465	6.342470382	5.0984838	5.313761783	9.966105527	7.411158581	4.074178548
6235821084_F	9.552133187	8.85122453	2.348912069	4.994041939	6.50582051	none	5.435192158	none	9.981846889	8.709160534	7.477466558	7.345978692	9.660365698	5.299751711	none	6.954748913	7.541937879	9.314323823	4.667950141	7.795318089	7.58111382	7.800215355	4.139055916	9.8753156	9.338158085	11.11807994	11.05555788	6.423357363	none	6.68989406	none	9.142829766	10.14674499	none	10.53203994	9.215949102	9.7175675	9.561131504	9.284142125	5.6033695	7.237880189	none	5.957484586	5.543351047	4.511707484	9.369226976	5.71329098	9.934599132	12.04065443	5.681484925	9.364260866	10.01243679	6.966909331	4.884539266	4.749148611	9.19894341	7.50886464	7.780526415
6235821084_G	12.83405682	10.719649	2.844894054	3.665191135	7.176142368	none	7.160413878	none	12.02636784	7.730401113	3.486054183	8.18290561	5.89010716	4.020816031	none	8.755625458	10.17591089	12.43745788	6.822487255	11.6976728	5.433655412	11.47716794	3.900904888	9.931282887	10.87173627	11.71811884	11.2821501	8.081176473	none	7.474825826	none	10.1268954	10.22383602	none	10.57375485	9.704439993	9.536306553	10.76334948	9.02418901	6.656151233	9.076924688	none	4.506678819	5.544730117	4.107294135	9.897786322	5.001135113	10.6457665	12.24776345	4.938643075	10.04510852	10.21653893	2.922931976	4.422019505	4.86223806	5.981003594	7.954364539	10.65183379
6235821084_H	13.77108386	8.88307533	2.989009125	4.745088701	7.21487633	none	6.437401878	none	11.57993167	9.533678954	2.607011191	6.477601576	8.609354419	5.711053034	none	8.641587981	12.95604687	13.44897089	7.277776838	12.93513837	6.362224388	12.21964955	4.640216953	9.493560382	9.903821045	10.96435534	11.50513925	7.705587626	none	6.167568266	none	8.0574975	10.06847296	none	9.956065865	9.491224323	8.980002485	8.938976176	9.110501289	4.993910118	5.791395616	none	4.670656558	5.824057802	4.715600603	9.741435807	5.741120442	9.587160511	11.86880372	5.766454424	8.855848883	8.961323189	4.708169377	4.647862701	5.162220619	8.738131671	7.439351177	12.925775
6235821084_I	9.736901011	10.5492157	2.70583677	5.540684679	7.681538356	none	4.161534213	none	9.890599697	9.339520527	6.077146944	7.740461466	8.175009672	4.485697321	none	8.50819758	10.6375764	11.65755986	6.280513817	7.102755089	7.840444121	7.782343129	5.40949004	10.39697438	10.72884946	11.94495395	12.49256439	7.562177179	none	7.233382926	none	7.620125789	10.46884673	none	10.65275957	10.68265486	10.29756734	8.295047729	8.371757701	5.142869113	6.606056003	none	5.083326172	4.19616125	4.204773208	9.656343266	5.228763428	7.139401357	11.29235216	4.977675059	9.986355953	9.818904598	5.131109887	5.434559806	4.734146079	7.973487438	7.906062187	8.484269234
6235821084_J	7.576280361	9.25541688	2.562173603	6.040223984	7.63049684	none	6.814640429	none	12.14756432	7.558088905	6.722313688	6.455328552	7.546858954	4.458291555	none	7.680896838	6.875843499	10.64192051	2.904231513	6.159604535	4.097904202	5.473610911	5.489559144	9.933369932	10.34046324	11.94435344	10.49891719	7.383256095	none	6.329908371	none	10.66948696	10.83439671	none	10.848352	10.10870694	9.483849093	11.21072575	8.829257281	4.714794004	8.618833723	none	5.251657933	5.003836144	4.226665457	11.50568334	5.835623116	11.04093151	13.29086148	5.37041767	10.63709314	11.90548633	6.057055778	4.438520776	4.503898856	10.19876298	7.470054941	6.478784199
6235821084_L	12.10789171	8.39983136	3.2822289	5.101521015	7.948138906	none	5.013588027	none	10.43065721	7.577875178	10.7453247	7.96246152	7.834586904	5.416585314	none	8.371666191	9.473352527	11.21511952	6.392611396	9.849862867	6.302132783	10.14745657	6.840504399	9.425694282	8.517630366	11.99414105	10.40212629	7.766160547	none	7.020612728	none	7.339863158	9.066310824	none	10.9074508	11.82630578	10.4253314	9.353845592	8.983462857	5.002312006	8.927333421	none	2.843965695	6.766392052	4.401491251	9.735510793	5.241206226	7.483087557	11.8731094	6.055343605	10.41554165	10.48841716	3.125286071	5.6983501	4.867894623	8.186504667	7.284817712	10.71271799
6235821090_A	10.33731508	10.3755506	3.138778736	5.132666204	6.760122345	none	5.729371594	none	13.04048898	8.813741925	7.625823506	9.040728686	6.364835766	4.263082111	none	7.721059335	7.740827444	9.548336289	3.537774454	8.26068454	4.824485933	6.611626784	3.842962841	9.579684141	8.393069754	10.95925427	10.70225562	6.209964882	none	6.794050613	none	8.913645518	10.53936318	none	10.97013141	10.03856296	9.41695708	10.37404714	8.530019291	4.048601423	8.423066343	none	4.310995956	6.949365676	3.339448487	10.66517173	6.011384866	9.690384147	12.26678085	4.81140649	9.869149499	8.848778293	4.738052603	4.993539983	4.326822197	10.0356076	7.033922387	8.151234611
6235821090_C	11.75420851	11.2077908	5.575008622	4.800692941	6.074916707	none	4.942821888	none	13.41703703	10.23857814	9.891691455	9.575986754	10.24964531	5.695086739	none	9.281343768	10.23076071	11.68086048	4.373211877	10.04777148	5.690792814	9.398293708	4.580563341	9.375436668	8.216068416	11.19739885	12.01170057	7.775029032	none	6.717530048	none	7.691217748	10.01036239	none	11.58867341	10.26541908	9.203626635	8.428200857	8.423413663	6.455352775	8.696057059	none	4.786652312	6.198074717	3.706164854	10.31746353	5.087880288	8.809486041	12.22968051	5.389901045	8.97669968	9.570113853	5.877350777	5.099997289	4.565156213	10.45298949	7.206823361	10.49748692
