	104.CEL	105.CEL	109.CEL	115.CEL	121.CEL	123.CEL	127.CEL	82.CEL	94.CEL	95.CEL	96.CEL	97.CEL	C13.CEL	C8.CEL	C9.CEL
AL023773.1	2.138828909	2.132930643	2.173479347	2.566140813	2.099954144	2.138828909	2.206107705	1.979657379	2.060215348	2.134953896	2.040504401	2.418784884	2.391944018	2.302056619	2.508831211
MRPS11P1	2.588780902	2.513170326	2.798775846	2.791079449	3.046576161	2.864057284	2.666342904	2.454709981	2.507568772	2.391754204	2.310018492	2.670620649	2.830649031	2.705389399	2.674348193
KYNU	5.297165169	4.587386368	4.093513907	3.968506134	3.568190565	4.53496137	4.820769983	5.687587083	5.323005552	5.872110885	6.397689388	4.212515891	4.557314951	3.522605041	3.797794054
CAPZA1P1	1.558009606	1.643931176	1.618073007	1.572332205	1.591442036	1.647999979	1.404630578	1.427720356	1.388764823	1.451835706	1.572332205	1.65052092	1.573263299	1.619480359	1.647658721
UBE2NL	5.575506659	5.543665077	5.422866022	5.502037903	5.366218354	5.680307674	5.502037903	5.130034298	5.347108522	5.502037903	5.474151662	5.625604292	5.453002349	5.846790115	5.502037903
TRAV13-1	2.395557719	2.386662995	2.160391206	2.179680248	2.259738169	2.31222759	2.208689346	2.262745511	2.175611726	2.215249706	2.566941146	2.397784297	3.020077387	2.156209904	2.465317371
AC116456.2	2.486863406	2.191719429	2.385204078	2.29246843	2.240174765	2.75375871	2.338872555	1.977660141	2.135567183	2.227495127	1.95792745	2.492502772	2.266608299	2.262114912	2.443151307
TRAV10	4.814763414	4.641909657	4.84029395	4.814396715	4.749754485	4.702081409	4.742658658	4.742658658	4.610599443	4.55781947	4.624637387	5.051577321	4.671784998	5.10942719	4.829689032
GAPDH	10.89201274	11.45857595	11.3629803	11.12918111	11.3629803	10.55613332	11.10876069	11.26478747	11.17165309	11.37974034	11.00404168	10.63807572	9.978240221	10.05211468	9.845420205
FOXO3B	3.599965032	3.297335113	3.628387082	3.56131409	3.907212283	3.476608559	4.096403133	3.540490377	3.53708575	3.157803618	3.619301247	3.935462809	3.67234217	3.47969871	3.689473116
PCNAP3	1.314109325	1.421839706	1.271503714	1.228510537	1.271503714	1.234847717	1.273855989	1.256303105	1.364947246	1.196773414	1.202187462	1.353936978	1.202187462	1.290117815	1.271503714
AL035555.2	2.021356616	1.698916323	2.020843107	2.288805093	2.038221796	2.345731918	2.122069639	1.886784017	1.717922201	2.007940536	2.096747466	2.06622078	1.95798455	2.217278127	1.881514959
ZNF227	2.015014137	2.287740206	2.184664685	2.184664685	2.080555797	2.117190339	2.184664685	2.133068282	2.230736719	1.864114397	2.607435489	2.267674035	2.326075869	2.206855019	2.273276605
COL2A1	1.956432824	2.107625081	2.140142733	2.065333338	2.014380937	2.014380937	2.014380937	1.773332197	1.809923598	1.740979221	1.966452408	2.042271757	1.917884345	2.098475208	2.089598644
GPLD1	2.800099452	2.266925046	2.759954822	2.996658409	2.721606133	3.079484084	2.790796957	2.172902591	2.55278389	2.78208378	2.313772954	3.138374572	3.079484084	3.399749635	3.45892003
AL021937.1	6.101344599	5.442429477	5.932475997	5.999873779	6.228540161	6.099409185	5.98399873	5.524667276	5.511460759	5.520792264	5.610297851	5.874825577	5.819467263	6.108570762	6.191366376
PPIL2	5.437365848	5.474591216	5.625492334	5.437365848	5.144833528	4.994040391	5.57203767	5.111809364	5.248891508	5.124289468	5.515623004	5.63322669	5.169820411	5.696614078	5.411416432
MRPS18B	4.097547675	5.007784822	4.511723058	4.519339367	4.195954581	3.986398713	3.894108262	4.448028549	5.481125206	4.489160979	5.091696883	3.755604737	4.673199986	4.286191562	4.378572881
RREB1	2.460434226	2.102101852	2.545463997	2.792540293	2.567476447	2.841031205	2.490246521	2.231264625	2.31786051	2.288206803	2.352710692	2.947108392	2.177328635	2.460434226	2.460434226
TRAV9-2	1.796152521	2.056858666	1.986805169	1.883089438	1.873860095	2.0358541	2.075247576	1.909749482	1.854487816	1.948524648	2.597508974	1.92614594	2.167601818	2.572180544	1.768353176
TNXB	3.922110477	3.407939576	3.888726553	4.243988383	3.965549899	3.922110477	3.931864859	3.51413611	3.437857014	3.59168649	3.846298182	3.722669829	3.410697754	3.813753561	3.862170854
HBA1	13.6459437	13.52128574	13.52128574	13.54382842	13.50708151	13.56493845	13.54663932	13.39375014	13.05640166	12.98672565	13.05750007	13.55006805	13.66125233	13.68186636	13.7333631
MS4A1	6.625299517	8.214703422	6.861023449	7.348363464	5.590357371	4.892265331	4.236152263	6.17722952	7.812733121	6.565777715	7.973019434	5.930605283	7.729476646	6.28580463	6.053408078
AGRN	3.650307873	3.286955685	3.475043175	3.533097787	3.803840964	3.634075375	3.690941998	3.13012983	2.859762547	3.270240037	3.678220012	3.383906239	3.252164852	3.762877528	3.83421063
POLR2A	1.972444847	1.806830521	2.064393435	2.116530886	2.101867323	2.062796435	1.925541126	2.11850308	1.925160212	2.175946539	2.054244528	2.447232293	1.956622026	2.255730537	2.140228384
CD22	3.322344315	4.292295512	3.937032329	3.202531595	2.589855756	2.676371908	2.604413746	3.077389649	3.688549193	3.084863273	4.362181496	2.948905118	3.799294499	3.015845389	3.208187714
HIRA	3.008197984	3.953283657	3.205986604	2.413541082	2.662796101	2.324518542	2.784033644	3.055247343	2.710000924	2.606386592	3.822572855	2.425159018	2.733045704	2.708541055	2.362546822
COL10A1	1.56132676	1.377579847	1.559894124	1.555307327	1.659714156	1.772645957	1.551029582	1.313883147	1.340119718	1.374191962	1.56132676	1.555307327	1.678888099	1.56132676	1.889580713
AL021331.1	2.519759906	1.933319867	2.852284264	2.615571894	2.111940269	2.833136862	2.386588464	2.299504799	2.135567183	2.386588464	2.258610719	2.327167338	2.651915887	2.63232956	2.70241715
COL1A1	6.266966393	5.466226909	6.015072327	6.125130357	6.125130357	6.087213369	6.457217154	5.228540951	5.707679607	5.788037749	5.606701577	6.637392888	6.150399938	6.66414738	6.631765306
IDS	4.541070058	4.530710308	4.582255031	4.586925194	4.789096106	4.533980101	4.826215369	4.885604564	3.994925419	4.352025004	4.101726696	4.536621834	3.995637638	4.89261902	4.621964501
MC2R	1.891851651	2.027731548	2.144690993	2.057882308	2.069519019	2.146973871	2.361877965	1.950434717	1.726189958	2.114270345	2.057882308	2.126265556	1.926052231	2.290742017	1.979486079
HLA-J	8.680320142	8.740472427	9.010241237	9.236827164	9.028462529	9.244186533	8.852161602	9.443837444	8.305519547	9.324804288	8.961361724	8.767569445	8.336104125	8.765795951	8.658742047
TACC1	3.512834787	4.081176389	3.526787985	3.515249678	3.551905675	3.723639103	3.723639103	4.405780906	3.135785955	4.733696656	4.180789158	3.752024143	3.982676107	3.609819588	3.573228749
AC007563.3	3.165887076	2.868052698	3.333708037	3.162986951	3.79200035	3.206284683	3.182149465	2.783961856	3.143891289	3.157803618	3.046103329	3.345348358	3.224641555	3.325606263	3.653798433
CADM3-AS1	4.0363368	3.609105674	4.041284604	4.360686165	3.910963917	4.100319689	4.265397581	3.382272824	3.629805018	3.528563446	3.667239676	4.535498499	3.896666074	4.249052812	4.328531623
AC044802.1	1.522286036	1.510545149	1.435533617	1.6202513	1.507110554	1.499248017	1.578398114	1.276604402	1.465321918	1.297685705	1.332292197	1.528482252	1.313607129	1.507110554	1.616006751
AL034550.1	3.988817313	3.760649177	4.090937174	4.156578143	4.166242082	4.341082422	4.074362646	3.894349144	3.642524802	3.802593199	3.645880147	3.888220492	3.879727423	3.802663784	3.966260904
GART	1.738056413	1.972615161	1.869175616	1.880259002	1.822261428	1.844512364	1.560429062	1.731063177	1.92196147	1.610794779	1.917950528	1.689007672	1.747245725	1.505238224	1.904716659
TOX4	2.756803375	2.80429551	2.759954822	2.80429551	2.482366955	2.840174717	2.95795287	3.313484252	2.539793671	2.812936249	2.871173744	2.836674675	2.625670235	2.884556899	2.563441592
AC008443.3	3.619301247	3.176443861	4.025799095	4.025799095	4.174513743	3.868348772	3.585224044	3.078837639	3.327010776	3.699087034	3.589637909	3.719288993	3.713865531	3.935763668	4.395465633
AGFG2	3.151805277	2.950267829	3.172246604	3.332358	3.214242173	3.375161326	3.327265113	2.911355083	2.811099973	3.070872444	2.905040105	3.175405612	3.164977947	3.608315494	3.347285337
AL158801.4	1.678888099	1.726189958	1.635687562	1.678888099	1.745101184	1.404582161	1.64502727	1.555903746	1.678888099	1.708640914	1.570228642	1.715845479	1.678888099	1.996197205	1.514661411
B3GALT2	1.146834039	1.204876376	1.294092756	1.300394138	1.272207241	1.204876376	1.279893435	1.204876376	1.157476892	1.189889537	1.128187973	1.208391624	1.113436692	1.3548461	1.224265989
AL133481.3	3.149315975	2.472084099	2.899433482	2.957791624	3.113988862	3.015969728	3.058717897	2.627467543	2.472538206	2.552783811	2.711552013	3.414161867	2.935477823	3.225384694	3.144886032
HMGB3P30	1.865451706	1.657062281	1.900069311	2.143243629	1.996470102	2.136286428	1.997009018	1.710625704	1.704564723	1.655812672	1.627537432	2.005585872	1.831305952	1.779976996	2.026399252
SSTR2	2.589428999	2.295136262	2.890854818	2.798166023	2.832981791	3.407175439	2.742207294	2.133013632	2.559402758	2.520496243	2.491189084	2.742207294	2.908788812	3.174326426	3.128417104
HLA-E	7.431233248	7.556164734	7.67485166	7.621365958	7.514410634	7.980021964	7.599783811	8.026222777	6.92896592	7.96223359	7.758074121	7.613773049	7.246157272	7.386960983	7.413504961
RAP1GDS1	4.717814372	4.555052976	4.749069848	4.642719633	4.75746827	4.585969315	4.244179907	4.712865972	5.310288069	4.584625111	4.712865972	4.058037753	5.141847071	4.957402359	4.499414771
TNP2	1.824078799	1.487595324	1.824078799	1.965785323	2.087701662	1.930985651	1.824078799	1.684463564	1.726189958	1.646586762	1.693915823	1.946829098	1.877844221	1.824078799	1.885297795
BTF3P12	2.296346228	2.19257067	2.288798633	2.208630795	2.209151028	2.208630795	2.039180746	2.290824891	2.419107919	2.354989107	2.482628591	2.196123355	2.532729556	2.288798633	2.288798633
MYRF	2.258706272	1.841708116	2.041641195	1.72601057	2.435469176	2.026399252	2.756327066	2.129577093	1.935371329	1.938019268	1.826930179	2.849971822	2.136623259	2.284306372	2.590994643
NDUFB10	3.627131405	2.752270681	3.633510749	3.273946135	3.805199001	3.288799815	3.931173557	2.857353757	2.997036828	3.286584079	3.027963803	3.633510749	3.244559481	3.293236432	3.33298396
RPS2P46	7.257315702	7.604043878	8.037924676	7.499301821	7.359997856	6.786218174	6.978616074	7.298257225	8.059206121	7.235878305	8.076923852	7.116810737	7.784236931	8.038669832	7.739492963
BTF3P13	2.586255358	2.293923854	2.383432455	2.371502458	2.271297716	1.984936798	2.320706283	2.233196897	2.40716187	2.286201871	2.282286078	2.688313923	2.814164921	2.622402928	2.532680325
AC254847.1	4.252414689	3.611669818	4.884093155	4.485714659	4.947501494	4.466958294	4.402060942	3.567001432	3.649948534	3.821809364	3.936710208	4.423145776	3.997757404	4.582191124	4.442842627
IGHE	4.282516418	3.726779757	4.023877196	4.023877196	3.952321482	3.695143381	3.943564257	3.682437029	4.492952214	3.57411382	3.751649651	4.09546653	4.10607779	4.25484149	4.320781772
LINC01482	3.926352534	3.551272594	3.658859584	3.679882576	4.115054726	3.737374027	3.978987206	3.673019562	3.392415374	3.694352572	3.476842857	3.689296378	3.627252025	3.830499074	3.744173502
SLC11A1	5.217824752	5.333645349	5.38381802	6.204387731	6.09166142	6.560676028	5.537258894	5.909644017	4.392840553	5.288726172	4.698714717	4.997760343	5.364356112	5.113501515	5.405047108
LIMK2	3.439148627	4.669863524	3.787805526	3.139715826	3.588358796	3.384921063	4.215657153	5.587139743	2.558344654	3.955434547	3.514158326	4.332577905	2.70559255	2.619872373	2.856949746
HLA-DMA	5.552170258	6.702825609	6.296785799	5.268876817	4.900030333	5.358885183	4.096403133	5.659624079	6.355991655	5.906434098	6.68681053	4.681010264	6.151301061	6.002502068	5.859307261
IGKV1OR9-1	5.783075974	6.871828884	6.267216174	6.449101335	6.570938348	5.942341192	5.509154163	5.566541105	9.329225577	6.790774654	6.810084889	6.286487385	5.959561922	5.69688784	5.935477953
AC005725.1	2.481920966	1.52728034	2.020843107	2.766926856	2.77975945	2.62751939	2.26468988	1.94496126	1.686959038	2.322374343	1.776938643	2.234153688	2.234153688	2.499326772	2.234153688
CR1	3.277933172	3.24154394	3.348712106	3.242408464	3.298962212	3.188102031	3.400390389	3.220509621	3.070908458	3.163262125	3.178296564	3.58328268	3.311691278	3.750986956	3.495930812
PMS2P1	5.38929698	5.037645144	5.38929698	5.489211942	5.372115446	5.42757732	5.043241914	4.890932659	5.38929698	5.140805187	5.77794872	5.18717081	5.532506587	5.405612299	5.971682114
ZDHHC17	2.699314879	2.837525751	2.709069673	2.765773171	2.947387829	2.943551111	2.930006773	2.592746633	2.283932026	2.67178901	2.316223764	2.806004108	2.724792376	3.01038043	2.863397109
FOLH1	3.91943835	3.159671186	4.310933228	4.408658484	4.575013365	4.8883268	4.016517106	3.566005939	3.073669553	3.809877262	3.201290291	3.98168329	3.825287806	4.683411606	4.175953998
IL6R	2.770861703	3.326468958	2.908893372	2.952481801	3.187406775	3.086400467	3.42065276	3.934596262	2.691544013	2.716718649	2.964790159	2.677402603	2.596094156	2.83530895	2.661422938
COX7C	7.148711396	6.515155265	6.458270695	7.091243176	6.727136182	6.517561742	6.075539002	6.52774319	7.941203857	7.619661458	7.429265748	6.20954752	7.250829262	6.840448145	6.48508318
PTEN	7.382599255	7.313368402	6.447037464	6.693977148	6.978117561	6.794247195	7.761109307	7.988724214	6.700109733	7.146012168	6.463969974	6.783269548	6.209041067	6.081352697	5.044376977
NCR2	5.346264455	4.894682623	5.300447228	5.80849242	5.608100308	5.830856301	5.520712979	4.991321656	4.908224888	5.294404624	5.215125044	5.572033367	5.165705324	5.704398856	5.942609452
CALCA	4.939336486	4.099853477	4.649796439	5.029077759	4.914311309	5.541663033	4.997357153	4.448915911	4.625305214	4.764971651	4.418083633	5.364062646	4.939336486	5.375102135	5.222667713
IDE	4.319725639	4.256317074	4.319725639	4.547090617	4.412043447	3.881162652	4.402476573	4.296879999	5.010002573	4.245051988	4.214266093	3.888715283	4.245051988	4.442539426	4.043043397
TYMP	3.087462563	3.848266084	3.556782959	3.423665062	3.218778566	3.500408892	3.428766382	4.833666247	2.871208667	4.009605346	4.00471107	3.315574853	3.563441064	3.438388639	3.505723682
GDF11	2.269965537	2.476314502	2.759954822	2.600112728	2.672618018	3.049371206	2.528816608	2.263739753	2.217815417	2.376921727	2.377137836	2.213384489	2.470626144	2.939139712	2.880982182
DAPL1	5.70887013	5.817251487	5.632966925	5.911830484	5.914363308	5.524119712	5.652484638	5.401292123	7.293728372	5.697480546	5.817251487	5.725067286	5.703547795	6.266264354	5.919081587
TIAL1	2.918728954	2.405744855	2.869405994	3.10521861	3.004045761	2.621041248	3.11463781	2.324136662	2.802395972	2.438804225	2.494218965	3.248687053	2.776707255	3.248553115	3.074639903
CIAO1	2.745301166	3.153739268	2.574543509	2.521030837	2.334268092	2.520027172	2.753640834	3.334356166	2.96494534	2.76769085	3.234324991	2.560369209	2.745301166	2.855323103	2.839801643
IFIT2	4.798592246	4.646822768	4.696897016	4.166875937	4.28355345	5.325941205	4.590937245	4.306532344	3.716300472	4.907597091	6.166252147	6.548237671	5.149451521	5.456687498	4.76006655
STK17B	3.694053011	3.227456939	3.010191119	3.655183703	3.258889771	3.432165212	3.476627842	3.984681655	3.610290494	4.101084175	3.0190276	3.116454012	3.146734486	2.782100897	2.160476289
ABCA6	1.724171033	1.568222994	1.798931568	2.000816903	1.768750705	1.768750705	1.768750705	1.565758189	1.767698806	1.768750705	1.723160196	1.918383639	1.768750705	1.824078799	1.953600435
LINC00667	2.704559619	3.602823967	3.108506214	2.500345757	2.532752113	1.808359396	2.442998028	2.635577566	3.392073242	2.704559619	4.403131095	1.963185738	3.847831435	2.448329702	2.584004174
SLC11A1	3.343984864	4.117313243	3.27254065	3.201219733	3.821537847	3.532886048	4.289543833	5.762541785	2.837329075	3.247032028	3.533119417	2.606430712	2.586255358	2.567139844	2.934757901
C18orf25	2.890697051	2.590427908	2.707241057	2.611991842	3.163069178	2.882363881	2.891950146	2.817703835	2.485781378	2.745210968	2.507116641	2.673163504	2.721976464	3.070385946	2.817266353
GRIK5	6.738055697	5.991760321	6.374207204	6.502039326	6.739336266	6.714322298	6.584910006	6.031507939	5.980346244	6.09647948	5.996004573	6.842050248	6.410937523	6.744503804	7.158515123
CRX	2.950200305	2.704559619	2.938701083	2.930087713	2.943335363	3.169265061	3.062858739	2.71881401	2.908371017	2.817382709	2.903207316	3.211202043	2.795184639	3.347117577	3.211504843
KAZALD1	5.223678856	4.562015933	4.915835919	5.207194746	4.859572181	4.972629485	5.260456445	4.266334548	4.607016599	4.604559697	4.551176016	5.112262792	4.866026685	5.208626908	5.057128083
KNG1	2.452309313	1.981857891	2.195153231	2.15233072	2.606504205	2.29073132	2.136584917	1.886784017	1.957309446	2.127388907	2.217794264	2.425159018	2.224391102	2.909024213	2.270170289
MILR1	3.717526969	4.376844807	3.80494283	4.271242311	3.695478813	3.301577073	4.229172221	4.922180671	2.885800177	3.817832153	3.944737982	3.533097787	3.139031591	3.088785733	3.516570274
ST8SIA5	3.515949396	3.365451113	3.611146996	3.700743025	3.595797713	3.245039365	3.668402162	3.151190174	3.182149465	3.159070277	3.270781059	3.693935361	3.241887741	3.441479812	3.579402443
CACNA1S	3.881830823	3.058496457	4.124773306	4.098815236	3.829683354	4.031724158	4.044590588	3.264134656	3.669610049	3.492379774	3.432283211	3.971642964	3.726779757	4.101726696	3.871414219
ARVCF	5.746101366	5.165685225	6.009956344	5.725840586	5.949913375	5.610070672	6.001207325	5.297488498	5.150730726	5.247079941	5.509359647	6.2032785	5.707418076	6.011022621	6.058047634
MYOF	3.484888267	2.580978581	3.204012866	2.924127197	2.934524655	3.134818604	3.389434965	3.078853195	2.64425286	4.902800825	3.170249498	3.154144429	3.003894645	3.371875263	3.103676763
AC138649.1	3.60880476	2.863052582	3.552664229	3.726956557	3.73991267	3.600796829	3.735124845	2.973476756	3.080049532	3.223986377	3.076369518	3.676955604	3.302523841	3.692872011	3.470077117
HAL	4.298083425	3.372647839	3.973680751	3.773322752	4.032607332	5.069370108	4.80365562	5.651732507	3.098268316	3.989167281	3.63962089	3.78525416	3.973680751	4.267745509	4.010636458
KCNV2	1.58084074	1.58084074	1.620136179	1.593012048	1.72764641	2.094409111	1.586263854	1.58084074	1.425911358	1.574661239	1.502652024	1.851527261	1.428179128	1.587165728	1.617037049
CD44	3.911464225	6.313363225	4.464680001	4.530858624	4.394569586	4.889925906	4.756334697	6.317305863	3.758879382	4.93900287	5.065196637	4.351196215	3.989785684	3.569830625	2.918728954
